147	540	6	10.54
132	910	6	14.28
120	176	25	8.77
663	156	4	8.4
1436	114	6	11.88
3976	116	3	14.12
698	196	3	8.88
3155	126	3	9.45
147	473	5	7.18
106	748	9	9.37
144	1552	3	7.03
132	1062	4	7.2
897	171	3	7.91
376	178	7	19.92
123	2339	3	7.52
821	166	3	7.42
101	226	56	12.3
108	3793	3	12.14
116	433	14	20.76
128	661	6	8.39
104	829	11	12.83
122	146	53	14.87
204	108	39	35.36
4261	57	3	14.56
129	458	7	7.45
462	642	3	15.51
339	1292	3	17.78
1180	9	6	14.93
763	142	4	7.1
1431	144	5	16.4
501	1224	3	20.21
533	103	18	7.04
2370	146	3	10.47
122	1406	7	19.49
315	241	5	13.25
334	105	17	7.4
137	140	31	7.97
108	9	120	16.16
5057	112	3	13.09
130	362	9	9.98
1360	232	3	14.52
339	449	5	24.08
177	340	5	9.57
161	2577	4	20.75
171	354	5	9.03
115	251	52	127.96
2524	12	7	10.93
460	136	6	7.03
2913	138	3	10.82
1767	59	3	8
141	1589	6	23.33
597	141	8	19.59
377	325	19	138.49
236	217	5	9.29
308	311	5	16.37
277	1218	5	31.7
4795	104	3	9.11
1728	143	3	7.87
236	123	19	14.28
2499	125	3	6.81
186	578	3	6.88
510	255	4	14.37
193	714	3	8.78
570	350	3	12.07
103	603	16	6.64
319	162	6	9.33
3003	145	6	38.83
105	3864	3	7.12
152	997	4	9.98
127	434	9	11.6
529	205	3	7.26
651	85	4	7.73
4024	111	3	8.7
574	112	9	7.66
293	159	7	9.25
106	3411	4	10.92
628	2	5	8.51
122	1228	7	16.73
221	122	41	76.28
104	1643	6	6.74
122	1272	4	6.73
140	227	13	14.15
2171	129	5	18.42
248	852	3	12.02
4265	106	3	7.52
379	1547	3	19.54
1569	218	3	14.59
557	279	3	10.33
9	690	6	9.33
178	241	9	18.95
544	112	23	64.81
390	121	11	10.93
3159	122	3	8.57
104	882	9	6.84
102	4039	4	8.67
108	1231	7	10.91
999	591	3	19.83
123	664	7	8.62
167	299	6	9.32
261	655	3	11.14
190	1292	3	11.87
1544	157	4	14.69
1673	112	8	25.4
3673	121	3	8.79
346	152	7	9.64
893	122	10	25.19
419	107	14	10.72
85	1528	3	8.94
110	4444	3	7.73
1648	59	3	7.33
131	3506	3	10.79
1684	120	4	7.4
85	1409	3	8.4
59	1614	3	7.33
147	291	8	8.09
122	2868	3	7.16
12	625	20	14.52
1792	239	3	16.75
1659	136	3	7.04
1463	169	12	95.24
189	109	30	7.4
1991	118	4	8.86
117	4337	3	9.81
703	166	5	15.67
121	694	10	21.35
183	712	7	30.55
189	311	6	13
129	3016	3	9.22
2136	214	4	25.29
112	3288	4	12.69
4033	114	3	9.31
155	1757	4	17.15
146	555	7	15.69
245	867	3	13.38
167	596	4	9.24
1340	494	3	20.94
1358	176	3	11.62
110	12	767	65.71
131	1135	6	15.45
134	185	15	7.14
618	235	3	9.47
101	982	12	7.7
183	261	5	7.32
1492	119	4	6.74
805	122	7	10.6
107	761	8	6.93
306	231	4	8.23
12	273	54	21.23
162	319	6	9.33
198	124	18	7.29
12	16	346	14.65
1344	103	11	18.09
3575	108	4	11.47
445	146	7	11.79
3112	101	5	9.84
106	546	12	10.67
12	197	76	12.07
848	57	4	6.66
102	959	11	9.75
768	159	4	9.53
388	110	13	6.67
114	106	177	7.26
1183	133	5	12.51
282	426	3	9.01
165	124	37	25.71
1602	165	4	17.96
378	159	7	13.23
265	103	42	13.86
337	121	12	9.28
59	347	8	9.02
309	248	9	36.03
8	15	10	24.68
319	595	4	18.24
106	1254	12	46.92
494	377	3	12.21
320	35	9	51.49
164	2162	4	20.02
136	5205	3	18.61
151	1537	3	7.97
4447	113	3	8.63
858	158	4	10.38
742	104	12	10.06
1758	150	4	15.26
3451	2462	4	56.03
243	233	5	9.3
150	1017	4	10.09
115	2174	4	7.8
6307	104	3	9.11
2244	494	3	24.84
131	580	6	7.33
243	158	14	29.44
149	348	7	8.44
105	1750	6	10.45
5348	811	3	37.44
665	176	4	11.5
1096	143	3	6.74
1438	109	6	9.65
629	189	3	7.39
594	104	14	9.79
3445	164	3	16.55
139	127	42	8.21
106	3880	3	7.52
403	1336	3	18.8
14	107	1292	8.67
8	2266	3	7.28
751	109	12	21.75
1168	132	4	7.69
115	2505	4	9.1
119	960	6	9.76
3522	118	3	8.04
388	488	4	18.56
206	181	18	54.52
2165	144	4	14.93
631	108	10	9.71
318	144	9	10.61
114	484	10	8.49
176	426	4	8.27
159	1065	3	7.05
388	404	3	10.94
112	975	7	9.91
3946	1513	3	37.28
59	103	181	15.71
3424	108	5	20.24
3915	101	4	7.87
934	1190	5	46.51
4604	103	4	8.78
353	14	54	10.5
584	122	8	8.91
103	556	19	10.1
119	2347	5	24.95
387	137	10	17.95
303	220	4	7.84
106	1432	7	12.57
16	447	9	11.52
144	679	5	9.11
107	1070	10	20.12
112	1642	8	25.4
151	2880	3	12.2
743	270	3	11.88
173	225	8	11.83
453	1419	3	20.25
1486	140	3	7.04
566	140	5	7.44
5535	106	3	11.71
2721	137	4	17.3
636	131	6	9.68
1	5509	3	22.22
693	5147	3	36.58
101	725	15	7.29
125	101	323	17.22
1003	161	3	7.43
477	4092	4	45.47
285	144	11	14.45
276	238	4	7.42
12	373	32	7.55
104	2936	5	10.27
106	6349	3	11.71
2263	121	4	11.19
153	121	50	22.75
12	581	21	7.17
165	1125	3	8.85
989	132	6	15.02
179	214	7	9.52
123	496	8	7.69
1218	127	7	20.27
3999	175	3	20.07
809	126	6	8.87
2799	118	3	6.64
139	1596	4	12.32
117	127	80	7.16
1853	111	5	10.22
235	4616	4	37.17
123	348	13	13.22
128	107	107	8.98
3263	114	5	22.66
3702	109	5	20.54
104	132	152	20.03
678	151	7	19.05
238	12	63	15.37
145	908	4	7.51
1313	185	3	12.18
128	158	25	6.74
521	104	21	29.83
866	102	16	17.98
122	643	12	25.42
413	291	31	279.31
272	350	3	7.12
103	3914	4	8.78
110	2692	3	7.73
16	1189	4	7.02
354	171	5	9.03
296	12	43	10.94
1211	143	5	15.03
231	3300	3	21.21
284	965	4	22.91
448	1198	3	19.37
872	120	8	15.7
495	150	5	7.66
116	4339	3	9.82
1956	325	3	20.53
120	629	7	7.28
106	260	21	8.32
121	533	11	18.05
323	555	3	11.85
3258	102	5	10.83
105	4289	3	7.12
109	1305	9	22.03
168	679	4	10.73
310	333	3	7.51
109	1229	8	15.39
116	878	14	45.12
1750	105	6	10.45
184	490	5	14.4
104	121	208	8.5
1420	117	6	12.79
266	168	6	7.88
555	108	10	8.51
978	115	17	76.68
193	6153	3	26.08
1543	108	5	6.78
911	347	3	16.08
146	322	9	12.4
101	4595	4	7.87
107	4192	3	7.64
9	1183	8	25.69
126	768	6	8.87
1292	155	6	26.35
119	911	5	6.97
634	655	5	34.77
463	134	9	15.74
700	108	9	8.93
127	2421	3	7.56
127	2557	3	7.56
113	219	22	7.6
147	1711	3	8.02
113	8	100	7.38
1134	107	7	9.3
160	158	23	27.27
4131	102	4	8.67
2410	104	5	7.8
5267	540	3	34.76
102	605	18	10.79
155	4673	3	21.93
430	1204	3	18.74
965	5546	3	39.66
137	2388	3	9.37
103	255	41	9.12
187	379	4	7.84
16	224	15	8.21
275	432	3	8.85
144	883	4	7.36
2288	12	7	10.93
12	1548	10	10.14
2584	118	4	10.2
111	3552	3	6.72
625	291	5	26.11
362	286	3	7.76
143	230	23	49.27
388	151	6	7.78
108	2366	4	7.48
1100	12	12	7.4
4505	113	3	8.63
216	125	20	16.38
146	4142	3	15.3
109	124	185	87.88
869	202	3	10.32
128	1333	5	12.03
299	341	3	7.46
169	1541	3	11.09
2393	105	5	11.11
117	1190	5	7.07
3864	137	3	14.15
665	527	3	16.11
3255	21	5	30.71
129	2015	4	12.29
102	4197	4	8.67
684	609	4	26.73
272	248	4	8.27
128	456	7	7.18
140	2056	3	9.1
106	2697	6	23.44
134	124	83	52.78
110	142	92	21.67
4673	155	3	21.93
12	3022	6	9.37
157	197	10	8.72
105	695	9	7.09
261	254	4	8.25
267	838	3	12.74
137	1769	3	7.66
2011	112	5	11.95
9	1490	5	13.13
225	181	7	10.71
261	152	12	21.09
5835	113	3	12.89
5340	104	3	9.11
12	114	560	30.28
1076	555	3	20.43
162	12	139	34.13
132	255	11	8.4
104	4889	3	9.11
3644	138	3	12.32
101	953	12	7.7
121	178	26	12.81
183	1	10	7.57
133	860	8	22.08
105	4650	3	7.12
626	256	7	37.26
102	4128	4	8.67
105	130	108	9.08
111	492	11	9.85
1693	12	10	15.62
158	537	4	6.88
195	173	8	8.88
107	2903	6	23.68
169	694	3	6.63
4599	111	3	8.7
12	2464	7	10.93
4884	5562	3	54.67
501	12	25	9.43
1710	59	3	7.33
575	2716	6	71.45
1770	141	3	8.07
2129	118	4	8.86
218	298	4	7.46
12	2508	7	10.93
104	985	9	7.79
731	266	3	11.73
35	2249	3	23.83
3282	339	5	53.09
