104	6479	9
370	8735	12
132	8100	4
239	9829	3
12	5350	11
190	5209	0
111	1529	19
246	9108	4
485	3267	9
10002	158	11
103	5025	12
1408	9222	12
590	3651	7
1404	1230	6
142	2476	0
101	1706	15
792	7181	14
107	6002	8
1014	2009	8
177	1291	26
224	8629	0
1833	4709	15
21720	6746	0
12366	3615	6
36254	6866	6
14	3054	14
103	4101	6
936	6475	3
14	7241	24
316	8437	2
13555	8916	13
12	832	9
138	1746	4
27898	2095	11
1069	4408	4
14	2478	12
1680	4114	2
2363	2949	12
14	874	21
105	3369	7
106	341	16
121	6567	10
120	6595	12
4332	7957	25
253	899	8
7410	4408	7
7905	9883	9
317	4016	14
12	3013	6
665	9167	7
103	6848	11
140	9036	4
122	9853	16
14	5993	9
9	1210	22
14	6308	18
30872	1312	26
117	7756	7
14800	4609	1
105	9957	7
2	1758	15
152	5844	17
15213	4198	0
1985	8666	14
141	7500	24
128	774	12
123	5789	7
4414	3298	2
109	28	6
104	5314	16
101	8497	39
893	1382	9
1666	6350	2
117	4359	10
27593	8298	11
112	7261	10
32047	8797	16
333	4476	12
32027	3180	28
20825	5147	6
112	4251	11
5092	5325	14
14	1610	17
119	8805	2
140	7915	8
15461	8722	12
132	7342	10
1071	5655	12
448	2410	29
107	6963	11
19374	9914	20
123	1180	3
274	7184	0
115	265	2
134	223	15
115	8546	17
827	455	9
101	5741	31
103	5313	10
128	1249	8
347	1733	7
8013	9574	16
102	3947	11
111	6934	4
136	1872	4
339	5100	25
3226	7379	7
57	6842	14
158	6709	12
112	3454	18
32086	8928	35
103	3243	7
1607	9314	29
139	3973	16
102	2030	4
840	8544	2
12	5419	5
739	5164	9
103	3818	17
16	4623	8
618	8026	17
120	2434	10
7476	9388	4
25122	1784	10
9796	2651	5
1	3818	14
590	5987	6
397	4569	17
108	4442	12
107	5375	4
12	8934	20
125	8377	3
8728	4582	21
126	4788	8
113	3355	0
104	2282	7
24902	2513	12
6183	3741	2
25883	736	10
743	6558	10
124	1337	2
26941	939	9
101	4614	3
254	9068	3
220	8262	0
449	5100	24
216	5836	0
134	4883	5
108	6936	3
14	6952	10
158	4499	11
164	9134	9
12	1924	5
2459	6242	13
21212	5170	9
3381	1077	5
101	8261	18
101	3265	6
6233	1135	7
112	9495	12
317	8667	8
1039	7763	4
815	4374	5
12	1056	15
240	5723	4
9229	9391	11
418	9348	8
14	8864	18
340	6433	8
101	3115	10
821	5097	16
210	2799	4
421	9278	31
451	4413	5
349	1795	15
12	1226	3
185	150	5
788	2902	8
361	1261	11
4267	6317	3
345	3079	5
202	8505	17
183	9550	0
4530	6357	3
14	1411	21
9	7537	15
404	2778	6
12	4175	9
11601	7896	3
2898	4117	2
155	5981	10
429	2946	2
22762	588	10
115	4940	14
175	7222	1
103	3493	3
7132	7595	4
2088	2315	3
15901	730	27
2432	3734	4
2536	104	4
29320	2972	8
14	1127	29
175	3615	23
328	2899	2
124	1017	4
14	9154	12
6907	4399	29
145	5322	14
148	9662	5
102	3969	7
1638	7996	3
145	3687	3
104	8431	3
5044	5306	0
3077	9128	4
110	4893	1
103	5868	6
101	3821	30
103	4386	4
14	488	9
31276	6326	15
227	5777	7
1821	5115	1
4134	8914	7
152	8254	2
103	9257	1
867	3753	22
21395	5910	16
102	4133	8
10103	6454	6
163	4495	5
127	1540	8
412	2978	13
310	1356	0
14	8416	16
14	9931	14
28503	7148	24
9	1279	10
9	6336	34
7521	8466	16
30871	8334	18
34487	3319	16
1776	1667	17
472	1697	1
12	7361	1
114	353	5
1668	3025	13
15607	6965	5
2863	1604	1
9	9623	8
18390	8772	6
268	1506	16
122	158	12
9	6303	20
18172	6532	11
103	7046	6
404	9342	11
928	8564	27
385	4275	26
118	6446	7
7478	8770	3
118	8717	5
11787	6107	6
12	1480	6
1912	9233	4
133	1643	0
8180	7861	8
420	8144	24
485	142	11
115	261	3
273	2101	1
2539	3191	16
14	969	4
514	2879	6
14	6500	9
18039	2243	29
13660	6564	5
26580	9226	1
28207	8461	19
26260	5841	25
173	6993	0
1667	7537	23
3657	5175	5
104	9315	6
36676	6865	3
59	4595	12
102	9836	10
120	8324	31
120	5805	6
3318	3430	18
111	2354	7
33464	7419	4
8	8728	3
391	6347	16
633	5109	1
143	96	17
226	6332	9
8	470	14
101	3147	17
103	5194	9
14	1381	24
24408	2112	6
120	3556	3
3288	1066	5
12	1359	4
518	4070	17
326	7079	8
123	6864	5
294	4515	2
26599	8479	14
114	4361	5
116	3685	6
12	5636	12
57	4341	20
103	207	3
609	3619	9
103	3054	6
554	9314	12
725	7256	2
134	4895	4
36800	5777	9
146	8359	8
108	3414	8
647	8791	7
4906	3872	0
12	6479	1
111	6201	13
5291	6882	0
124	8726	4
103	8933	6
2596	6097	5
27197	430	23
12	5450	10
12	2089	5
107	824	9
107	1270	11
116	1546	5
6665	8530	9
14	9033	15
1660	7878	0
34003	2164	26
149	286	1
16434	888	22
10224	9739	12
101	3111	11
3553	4150	4
83	3138	12
12	9964	7
119	9063	7
112	8603	9
4465	1412	28
268	9351	7
14	8456	25
1164	6585	27
2158	5072	5
14	1709	8
9337	3582	5
13495	9428	5
10831	2480	5
13	9588	15
250	1611	6
101	4135	14
31955	357	11
180	4039	23
2935	1295	25
5975	3744	8
186	7921	11
575	879	0
4220	858	19
950	6242	12
14	6984	17
6306	3174	27
32399	7349	4
21792	2618	11
32404	5480	15
35495	3469	4
164	5607	11
5769	270	13
168	6034	0
368	1149	9
5582	5886	24
4800	9301	5
4048	9782	19
116	2082	2
123	4060	9
105	7076	6
5864	2205	9
305	7687	3
13544	8994	4
105	1826	21
1835	8274	21
14	5122	8
122	3676	7
109	5655	17
161	6606	7
12	6343	19
8114	6572	5
3949	8601	29
148	2935	6
1713	6899	31
2052	7262	9
105	8995	14
517	1096	10
6664	5052	6
9951	4162	12
12	6790	5
12	3268	15
24486	8575	7
14462	8268	29
2547	4899	6
109	1784	19
145	7456	10
132	3680	5
230	3185	2
169	214	18
805	7431	22
1224	3524	11
9896	5770	3
281	656	2
12	9965	19
111	8624	1
17628	5346	0
326	5249	11
198	6976	17
21665	9339	25
14	8457	13
119	1219	2
115	3748	2
14	2982	7
236	9286	0
6481	3976	16
330	9472	1
147	834	21
103	567	1
133	1747	0
1172	3782	3
127	7415	8
102	7316	2
4551	1166	11
3254	4	9
14	4441	6
102	1437	5
10402	3251	26
12	255	18
338	2214	33
290	9084	8
14399	1297	0
19113	5663	7
8	2538	21
5268	2029	14
123	7234	15
399	8579	0
22859	2616	27
4136	1952	1
25119	5385	4
16	1273	3
1275	4654	16
130	4732	22
13959	494	1
111	271	8
101	953	8
106	3942	6
119	9138	9
12	9143	9
111	847	10
30419	1386	2
14	9117	21
248	984	4
26978	2026	5
915	1700	6
14	5201	16
145	4798	9
357	1957	7
103	5974	3
3450	5169	16
9	5546	13
2666	2906	5
152	5704	2
252	5567	1
4542	3551	5
106	1892	11
111	3999	32
776	2848	10
345	1563	7
838	722	2
1377	7230	0
108	2592	10
2	8011	27
16	9812	4
101	731	22
162	6047	4
21762	2142	22
3066	2161	19
1059	6407	15
12509	7247	21
161	6847	3
8644	9963	15
103	6704	2
115	8857	2
14	475	10
517	3763	17
2163	6265	9
416	1279	12
2352	9722	9
102	8915	12
9815	2532	11
454	2795	9
15191	1611	24
26326	1509	24
487	9215	9
35816	1218	13
14	2235	25
129	7635	16
110	2599	5
103	4054	2
423	6081	16
28753	135	16
170	4553	18
102	7578	6
120	7803	17
1617	1396	0
135	98	6
462	3613	2
104	4541	13
179	2681	6
168	5930	0
992	2904	9
101	1401	14
57	6912	11
14	6677	13
2694	3027	3
11084	913	19
124	269	7
9158	1189	5
17321	270	4
3802	6952	2
12790	881	9
3519	5606	34
6987	7548	5
101	1848	24
105	2932	6
110	4585	2
9434	8134	19
152	8205	1
5994	9387	15
271	4795	0
584	4365	20
2528	1353	4
137	4227	3
3508	6725	27
105	9115	14
34587	2118	18
108	3459	6
135	1516	6
104	2384	2
116	8309	10
2568	4213	2
106	1801	5
4100	7512	11
2169	1392	7
171	4971	0
14	2108	27
6881	2502	20
121	6935	1
124	4102	13
268	6454	15
12	2769	7
103	3634	10
1374	3125	9
36040	1031	4
3208	9299	13
1682	5410	17
101	6969	9
16032	7750	4
123	5866	12
25338	1866	14
18369	7666	2
113	2794	0
180	3870	24
160	8550	2
14	8947	10
7892	3049	5
122	2223	2
1548	1766	6
783	1161	2
988	9261	5
1595	4015	17
29917	9736	5
155	7337	1
3322	2168	8
118	147	1
16231	2243	12
108	3016	3
724	7294	7
225	5551	13
103	6962	7
3321	153	1
101	5715	9
2846	1879	13
106	4525	2
14	3825	8
129	4280	4
218	4246	6
19520	7109	2
27464	8603	21
129	8378	3
12	977	15
104	6202	7
7702	2704	4
26789	3140	3
121	3280	12
5886	8616	22
1144	1644	5
12737	2968	3
300	1065	9
147	7439	7
1518	6078	16
24394	6071	24
127	4819	14
14818	542	3
178	6040	2
36274	2756	15
152	128	31
10450	9229	2
59	202	17
113	3491	0
898	1106	14
102	2653	11
544	6329	15
111	1384	21
1149	3669	6
101	1439	3
103	3036	17
146	283	16
8945	9503	0
109	7885	7
3359	4439	7
732	1963	1
104	1817	10
713	4568	3
32077	4126	5
128	5907	20
35536	4147	5
22413	131	3
126	9069	5
20704	2903	19
299	8643	9
3990	9389	7
2028	150	17
11620	9325	10
101	4378	9
874	1515	2
718	6841	14
176	1400	12
113	3940	0
114	8639	3
118	375	9
188	578	0
30678	3194	4
103	2906	7
14	8534	20
122	7011	8
122	1536	7
764	1799	8
12	3319	12
6451	9360	6
102	849	2
1346	9261	3
3029	8603	18
2056	8646	15
16	6751	9
28235	1843	8
1307	5689	5
5214	9286	7
34615	9188	13
119	5073	1
102	245	8
26104	545	2
1389	7799	0
12	8754	14
34545	1702	12
115	4310	18
17331	1119	8
9274	1529	21
103	9360	21
14	4634	21
291	9684	9
101	5694	7
9	7503	25
361	6040	21
103	9815	21
14	6681	12
6330	4238	15
2590	4243	19
329	1668	11
12	2650	4
10481	9638	7
141	5328	3
114	7387	5
2620	2289	1
436	4586	4
33068	1777	21
14	1246	9
26003	9824	17
238	5596	2
1906	3479	4
110	3206	12
105	5659	8
2541	6406	5
103	2423	11
592	9494	9
12	8124	4
1940	978	17
193	4762	4
1892	4174	31
126	5416	6
1381	9135	9
3728	8661	13
33243	6395	8
117	8696	17
144	9663	9
112	38	5
2	5061	19
14	2964	16
21936	6318	22
35021	4319	27
102	3897	7
793	4688	4
106	5996	16
1	23	7
2337	5396	19
14	6233	14
103	8764	9
85	7880	4
8534	596	2
3041	4394	10
104	637	6
107	7784	5
1279	3061	7
59	9382	4
227	84	32
116	6557	9
12	508	3
11343	6432	3
103	7128	11
2516	7422	9
112	5858	25
311	7997	11
122	3041	4
463	9392	14
7	2963	2
23018	2460	18
115	2682	11
33456	4634	10
244	6765	4
120	507	13
230	7301	17
197	3601	10
265	1362	4
102	4433	18
103	760	10
101	3422	4
12140	9983	26
161	220	17
157	6381	0
1156	914	16
104	3196	7
23744	7804	18
2207	3475	21
134	768	15
192	4688	6
103	5918	10
442	5735	1
8439	1455	10
1003	4654	1
142	4052	6
57	3778	24
215	4818	4
226	7493	2
2484	5635	5
118	3997	16
102	2938	9
1412	5387	3
24535	5563	7
27726	4045	28
113	2890	0
227	6167	43
22426	4350	4
6311	210	16
25385	7893	14
105	2321	3
131	1748	7
1153	3636	1
1	1108	9
1012	9559	3
101	7701	12
548	3597	6
2	6440	12
1135	6643	5
2441	2653	3
102	2270	3
331	8171	4
690	2721	14
2295	6073	15
26264	1822	7
620	6184	6
605	73	12
152	6923	4
13712	919	11
2374	2563	1
245	8713	8
554	6719	7
2	9824	18
135	8813	4
31511	474	1
107	6251	9
12	4986	5
951	9849	1
132	8987	8
323	9759	0
7150	1940	23
1381	9644	5
121	280	9
23455	4341	26
14	9949	10
374	4056	6
769	3984	15
118	8537	6
734	7395	38
253	8022	3
385	3494	10
2588	5721	7
109	3397	5
102	6011	24
113	3075	0
145	4278	2
14	602	7
2183	7769	24
191	1828	2
103	4981	22
714	3455	10
6818	9968	9
15395	747	13
109	5545	30
107	6054	18
4450	795	1
103	3159	15
119	7959	0
115	4798	2
871	196	21
101	7800	2
508	7401	0
112	98	13
2564	6654	1
217	6870	7
12	6610	6
12	3984	12
215	2066	7
1649	3448	1
29270	6899	2
180	8791	2
101	8404	20
14	3453	16
5004	3767	21
563	9797	0
14	119	11
101	7963	8
13690	7225	11
109	5152	24
153	2122	3
104	283	18
102	788	30
106	492	4
142	2324	0
34340	2693	12
312	4046	5
387	719	7
11513	9619	20
525	2927	13
136	6370	15
148	8267	15
28019	5352	8
1187	455	8
24378	1158	11
144	8882	1
57	9926	8
830	9835	9
3155	9937	27
8746	8155	14
151	707	7
828	81	3
1122	3061	12
828	7474	12
20802	2824	6
24534	5278	11
23799	1841	10
5916	9757	26
4556	5250	16
12	2265	12
26200	8908	13
102	6363	13
982	3079	28
118	186	7
59	549	3
9976	6509	2
101	9407	8
560	6847	10
20660	9001	16
14	4249	29
39	6007	27
14	3103	14
14	8347	26
222	9458	0
25273	4597	31
5697	78	8
200	8751	9
31467	9313	18
27294	560	28
103	1081	24
171	4807	1
365	4260	0
15780	9765	14
26019	7726	0
26306	4322	14
5824	5416	4
103	6233	6
103	3611	12
145	8540	12
1279	7409	0
109	3245	12
290	1982	25
14	2770	29
3220	4705	8
122	4236	18
220	7480	3
12548	1932	12
1296	9037	15
216	4241	1
110	8929	11
8934	1462	7
4595	1488	3
331	2246	5
28466	2335	6
1450	1276	13
372	8064	5
1565	2657	7
150	7532	6
1172	9673	9
360	7742	5
24366	4630	17
133	1907	0
295	7955	11
30611	6774	10
29640	6577	4
1159	6860	10
3995	9013	13
22632	695	13
101	3989	5
28	7489	8
3068	4834	17
485	3805	6
101	6194	19
720	7316	3
102	86	25
109	7590	6
9144	5084	3
5314	3403	8
2576	5308	14
14	9360	29
270	8976	15
7829	9496	4
861	3025	4
110	6881	1
162	6516	9
143	9819	22
136	3554	2
168	4301	4
107	3457	8
319	234	0
21118	6289	1
1682	6093	3
212	9885	2
6729	7991	9
26867	5766	17
1171	3814	13
3292	5058	4
115	3762	6
863	7158	10
886	1356	4
9652	2603	8
21	9027	6
124	1069	3
14	8765	21
137	1070	27
128	9468	4
12	2232	3
30687	2784	2
4228	9907	17
36071	2185	7
14	9815	29
248	7359	1
29031	5204	16
23139	9064	7
103	5878	3
379	7575	16
112	1866	2
252	1876	9
101	2361	25
1244	3656	30
12	4529	4
102	3995	2
1	1077	6
238	6100	9
140	6236	5
10426	2959	12
355	8864	10
995	6642	8
400	9863	0
3461	662	4
30436	9990	0
11260	758	6
585	6907	9
1579	6122	8
101	179	6
14	3667	13
293	2867	3
5398	4128	17
174	3274	14
18423	20	30
113	8580	5
109	7137	2
7902	6808	0
102	58	3
343	2258	10
174	8619	6
102	8273	16
151	7311	1
23717	6080	22
1362	5874	4
4030	2360	9
14	4114	30
10979	5609	3
390	9526	12
249	5747	4
123	5806	4
121	5144	4
2735	5809	6
4687	1927	3
14	5533	10
101	4188	4
104	4250	15
118	6039	6
12	4572	10
1361	4375	14
20346	7654	5
2534	9906	1
9331	563	7
12	1012	8
141	2876	5
12913	4717	3
566	5250	1
106	2853	8
14	1525	10
9	4109	11
2	512	6
117	4531	11
16	7028	10
417	2296	9
2349	2357	6
27670	2818	19
12	7070	5
102	3733	6
15118	4363	1
121	8126	3
10115	9493	1
171	4811	0
101	5872	24
238	1048	3
203	3725	0
154	8714	12
20707	724	12
14	7739	13
170	4363	12
114	1151	23
20013	4138	10
109	5866	13
186	8928	3
3702	4558	14
5969	2442	6
8693	8457	3
148	3824	9
636	5726	9
369	9587	12
103	7212	5
827	3812	4
1523	3445	2
146	2952	11
32347	3059	1
120	8579	20
12	2214	28
9152	4795	3
106	2739	5
146	2092	1
14	5060	17
103	4967	8
149	9780	9
14	7111	8
105	5039	4
18383	7506	3
30889	7367	9
10961	1712	28
108	9406	11
456	8017	5
14	2543	10
108	2527	3
439	9371	16
1070	617	33
35314	942	20
131	3020	2
103	7339	7
110	7828	2
14	1856	15
166	2565	5
5481	8147	7
7260	2468	13
599	759	7
297	7478	5
2124	4048	4
16	9089	7
328	1754	1
12	9067	8
120	4323	13
7612	8764	22
113	3443	0
188	658	0
33858	363	15
441	8049	10
2994	8207	13
113	4020	0
177	8033	7
2211	4542	20
524	8753	1
34109	4495	16
33447	6711	13
117	2575	9
14	7310	8
27308	8637	3
7228	8379	16
2330	5915	9
103	171	2
818	1041	0
6303	5215	17
106	8796	13
12995	617	24
262	5779	5
102	3104	3
5286	5881	14
109	2712	13
277	978	8
178	8194	17
9360	8368	10
18025	4425	11
105	3567	3
1	7625	6
103	5453	2
137	9108	1
108	7962	11
605	4639	10
324	8075	1
1929	7024	26
14	4911	9
15062	3059	22
34312	183	3
108	886	20
103	7814	11
21010	3281	17
3456	9663	14
2366	8840	24
120	4013	14
128	8291	11
1308	654	31
3994	6571	10
1312	7866	7
32160	4886	12
23921	7253	10
140	5739	9
147	5018	14
241	568	4
2360	7485	3
287	7704	17
335	8441	5
4901	2972	1
128	5480	14
162	9928	4
14	6956	16
14	8682	14
307	847	3
10405	9259	22
24226	8480	3
148	2387	5
12	4135	9
3799	9991	2
14	8007	12
7499	6401	9
4374	5236	18
119	1632	3
361	104	1
175	9533	1
6627	3190	4
27163	3803	16
1643	5062	15
12	8805	12
7482	5554	0
210	2468	12
2	892	7
4338	8355	22
257	7922	1
1852	4764	18
120	2276	14
910	5591	4
2030	6957	20
111	7060	8
16504	5035	22
33912	8001	5
21197	749	26
120	7265	4
310	1316	0
7449	8796	6
162	4647	9
14	3661	18
9	8563	13
34537	4143	7
106	7195	3
14	7716	6
28055	4570	15
4182	4076	3
156	9150	1
101	2509	10
117	5730	2
554	2153	1
18897	4579	8
5981	3291	3
14	8302	29
2	2520	5
743	8698	1
9366	9851	2
2869	6649	14
13	5938	16
124	3423	14
22610	6131	20
208	7276	13
105	2157	2
102	870	27
1168	9819	6
3309	5822	6
102	8973	8
138	8728	14
1344	4569	19
104	4352	3
244	7704	7
5585	5736	6
9498	3627	20
103	2502	4
2837	1563	4
528	181	8
102	2566	8
109	8671	14
145	6764	4
533	310	1
2468	8119	9
139	4612	8
551	5174	5
230	6262	4
14	3180	31
851	9037	20
793	6883	6
14	8461	23
1736	1779	35
295	455	4
170	8339	7
4765	1184	23
139	4967	2
1434	810	2
102	1930	5
31213	2316	13
22725	5475	9
1265	359	1
114	555	25
12	9549	3
202	7515	8
16	1065	3
173	6969	0
129	1574	15
2	3281	7
473	3808	4
105	6089	13
29417	9672	7
2	8624	15
4110	4686	11
490	1896	20
765	9603	23
15490	1284	5
505	3461	9
3614	513	2
101	3682	7
14	8425	31
119	7787	1
350	50	0
101	7691	19
120	7168	11
3919	8752	6
4681	7834	1
105	680	15
9643	3919	19
1008	5486	20
108	7036	2
28858	9654	11
104	9933	18
35777	6363	6
3681	7257	8
12	2016	4
12	8261	21
1001	8828	3
505	1123	12
106	122	9
205	2040	2
225	8447	11
1857	8658	21
2191	6823	13
155	8920	2
360	5515	8
102	7584	10
1327	3738	12
533	311	21
110	2807	5
101	8494	3
624	3820	7
175	9654	2
2550	43	6
124	6583	10
119	4265	10
27074	2981	10
8924	2064	1
82	5859	1
103	9641	8
10464	9627	14
101	1902	14
9	6749	26
1204	9052	0
114	3753	16
116	6884	22
14	3868	32
102	41	9
1186	4792	3
235	6666	7
206	1757	14
110	9266	7
2809	1038	1
115	8777	2
112	1971	4
891	8735	0
217	5506	1
8	5749	2
130	8139	3
161	2825	7
36400	976	10
104	3437	8
102	7918	12
9048	9778	18
19436	8824	19
3422	2169	1
1048	4462	1
4487	1867	14
140	9829	15
509	313	14
2515	1480	11
308	5229	17
114	1706	9
4978	237	11
25278	7354	7
971	3085	4
174	3614	4
14	4097	20
21903	6806	0
101	2374	9
108	1942	11
7069	1210	8
9	8796	4
135	1241	26
120	2892	5
19263	4509	15
35713	7118	3
36108	2267	24
9469	1561	12
14	9320	15
103	6182	22
1774	9064	2
2357	3985	17
269	3335	3
285	9373	0
118	2791	3
102	5448	11
3092	5882	9
271	4715	0
1149	7691	11
210	8967	7
32897	8597	9
146	1762	11
101	6347	21
105	3626	6
103	7593	2
14855	7503	21
36479	3585	23
754	1934	18
101	7618	23
185	6175	11
108	6195	16
144	3339	2
7576	5081	8
12	2469	13
11547	7157	3
13361	429	8
109	579	32
394	9038	5
21963	2355	6
129	6285	16
1557	9418	7
4667	237	20
236	9262	0
31999	6700	3
104	1960	5
126	3194	2
12	6760	19
118	320	16
132	8397	7
19892	2930	3
102	3939	16
8	3388	7
149	4080	2
29597	9220	0
429	5675	8
5541	1722	6
152	1431	2
112	3423	15
1846	2123	16
2663	4268	0
136	8404	8
107	4277	5
5619	550	25
116	965	3
107	313	13
132	362	14
122	1466	18
124	6266	4
103	2309	14
5063	5427	0
130	193	8
27778	471	1
12	9453	3
35322	881	25
1193	3047	5
393	1347	8
223	5733	12
116	3657	14
125	9616	8
200	181	23
102	9571	10
5174	4632	20
2632	6448	22
121	2788	25
14	2692	11
301	924	6
141	7492	3
868	1894	18
19489	8533	1
25511	5505	1
1629	4613	12
205	5680	2
115	1795	1
14	5005	12
843	3616	8
133	1955	0
1554	797	12
3892	440	17
10525	3632	13
118	494	20
102	4045	20
59	3707	11
15570	811	4
283	5659	0
494	1810	18
1685	5034	1
14	420	26
789	4166	24
337	1934	5
111	1170	2
102	7118	8
506	1539	0
35485	8189	13
7696	9064	24
1126	2271	19
2653	1915	2
14	2337	21
207	8727	3
3372	3808	8
121	5575	20
14	1067	14
110	9948	1
2	7290	13
110	6390	1
103	5670	3
14762	5765	3
14	2563	9
28730	5364	6
119	8998	1
103	9764	4
102	1130	7
31416	4394	3
24109	7654	8
127	5509	5
3145	6783	13
122	629	4
327	2502	16
16158	4976	0
3477	8030	4
116	6087	11
104	2350	6
3525	5747	21
21	48	5
103	2059	10
352	1821	8
6011	5781	1
106	5649	5
132	1038	2
130	463	12
23578	7037	3
104	5287	5
107	3964	4
135	694	12
102	9898	14
146	6688	16
14	45	28
33594	574	8
107	8284	26
102	846	9
5326	5212	13
2364	2818	9
787	2835	19
33785	3978	7
109	9919	8
14	6562	13
121	8964	1
15414	7822	6
2367	6863	8
14	5453	10
5843	998	8
9537	9941	12
872	9914	9
14	9551	13
156	7359	2
1191	6891	0
2212	2160	4
126	7602	2
202	5085	11
123	2233	1
501	7526	2
121	5996	14
218	5613	1
140	834	2
101	6153	11
2714	2134	25
34796	1143	7
22251	2267	5
107	9556	12
31806	6960	10
35808	7405	9
1832	6831	9
105	6112	11
146	7976	6
12768	1949	3
101	3083	3
115	6794	2
35941	4701	9
30128	5410	14
125	3632	18
12	7174	17
143	3279	4
3557	4422	28
185	8504	3
117	3427	14
10353	8536	7
208	9410	3
524	8276	4
3628	8547	7
691	3665	1
144	7050	2
268	4512	10
146	7755	12
203	3677	0
12	5067	10
1908	854	10
12	6415	19
499	4865	11
14748	9839	4
1008	4075	11
119	8744	5
600	5682	24
823	7691	14
16	1735	5
686	7445	26
14	7133	34
441	979	10
4090	5981	1
179	9871	23
155	6043	14
949	6023	2
157	6205	0
12	261	5
122	476	27
106	5458	22
10617	7756	11
162	3372	22
1582	6936	10
303	9284	33
14069	3980	3
187	5275	17
1526	9586	8
12	5347	5
5494	6795	11
