5525	1
1120	2
8547	3
2410	4
6774	5
3076	6
6424	7
8649	8
6037	9
5128	10
888	11
7617	12
950	13
2347	14
304	15
1683	16
8546	17
2887	18
833	19
2628	20
9868	21
6127	22
9170	23
2768	24
6715	25
6692	26
72	27
6760	28
8976	29
1162	30
5780	31
6472	32
5721	33
7767	34
5681	35
6015	36
5944	37
90	38
6303	39
2586	40
2592	41
6135	42
5928	43
9061	44
6023	45
3578	46
1326	47
8484	48
44	49
3155	50
8325	51
3054	52
3772	53
784	54
6363	55
2610	56
8159	57
3800	58
49	59
1867	60
2164	61
2363	62
4996	63
5326	64
6257	65
1112	66
3871	67
4978	68
4335	69
7078	70
7628	71
4063	72
6536	73
2520	74
1307	75
4085	76
5030	77
1849	78
7396	79
1930	80
9386	81
6796	82
4590	83
6843	84
7938	85
7340	86
9668	87
9120	88
5873	89
8089	90
5267	91
1670	92
4362	93
2510	94
9908	95
1294	96
4435	97
1134	98
6378	99
4551	100
2663	101
6786	102
8201	103
8526	104
2100	105
4468	106
6277	107
9752	108
2220	109
3915	110
5777	111
741	112
7704	113
7043	114
6000	115
2261	116
1034	117
671	118
115	119
8882	120
4105	121
9367	122
9380	123
937	124
9271	125
9245	126
1933	127
7466	128
5992	129
6666	130
3920	131
368	132
4363	133
4418	134
5033	135
2407	136
5653	137
9844	138
1941	139
4164	140
5153	141
7182	142
5263	143
9174	144
1559	145
1324	146
802	147
5332	148
1367	149
241	150
2242	151
3052	152
3621	153
7354	154
4952	155
1314	156
2709	157
1892	158
1731	159
1697	160
9348	161
1395	162
6681	163
5602	164
68	165
5108	166
211	167
2228	168
611	169
981	170
4160	171
2459	172
3219	173
1517	174
3897	175
1189	176
5660	177
1418	178
6912	179
3992	180
6029	181
5908	182
1723	183
9667	184
9869	185
5236	186
4941	187
2844	188
6493	189
8747	190
4516	191
6583	192
7179	193
6265	194
8789	195
9512	196
7857	197
1932	198
6811	199
7061	200
9861	201
17	202
7091	203
2529	204
1740	205
3365	206
9374	207
1703	208
8869	209
9543	210
537	211
43	212
5903	213
2334	214
3280	215
29	216
7677	217
3651	218
5387	219
3827	220
9805	221
9053	222
899	223
2230	224
5488	225
3176	226
3726	227
4761	228
9310	229
5386	230
3852	231
3795	232
3896	233
2309	234
656	235
6043	236
2544	237
6339	238
4789	239
3440	240
4412	241
4271	242
1219	243
2993	244
6518	245
5405	246
3418	247
8962	248
7499	249
538	250
4228	251
7907	252
5963	253
5155	254
7541	255
7471	256
1727	257
9902	258
3630	259
6785	260
1903	261
6365	262
1692	263
377	264
6146	265
60	266
8831	267
438	268
4248	269
4100	270
5763	271
8518	272
9661	273
6684	274
4914	275
6087	276
681	277
9377	278
2641	279
3037	280
2474	281
8145	282
5961	283
1501	284
1464	285
292	286
4659	287
3038	288
1832	289
6570	290
1284	291
9551	292
5002	293
254	294
8116	295
1936	296
9858	297
9114	298
116	299
2252	300
1310	301
303	302
2700	303
6340	304
4835	305
5548	306
9049	307
1888	308
5848	309
5995	310
5446	311
4379	312
6086	313
8249	314
8107	315
9857	316
281	317
6952	318
4086	319
6427	320
8939	321
