3551	14	3	10.93
102	1030	4	11.63
114	121	93	358.85
388	117	3	8.94
102	954	5	16.28
103	115	49	14.57
3875	104	3	20.76
150	888	7	61.46
114	3786	3	25.55
123	175	4	6.18
105	809	5	23.15
672	104	3	7.54
1251	102	3	8.23
272	120	3	7.07
106	545	4	13.84
104	2762	4	26.06
1782	14	4	11.44
101	740	5	12.7
102	1972	4	18.11
106	174	6	6.99
150	5424	3	37
2263	106	4	27.93
12	454	5	4.99
123	367	4	15.05
3676	630	3	45.98
181	1734	3	29.54
1078	12	4	8.96
128	120	39	125.87
194	102	27	68.47
971	107	3	12.53
348	151	3	14.1
131	148	10	24.65
2	142	12	23.39
371	122	3	9.56
425	108	3	7.63
150	2624	3	28.7
103	358	5	6.35
1629	14	3	6
599	112	3	10.8
1001	14	4	6.15
2117	14	3	7.41
458	115	5	21.16
1209	14	3	4.12
115	130	16	22.21
289	116	12	58.72
543	148	3	17.09
103	1043	4	12.13
1342	104	3	12
102	334	7	10.76
104	2547	3	15.78
322	116	3	7.31
102	1395	3	8.73
112	1255	3	15.6
107	380	3	6.62
101	111	71	29.64
1036	14	4	6.6
931	9	3	16.36
727	101	3	4.78
111	270	3	5.11
109	1920	4	25.74
390	106	21	133.81
2114	108	3	17.93
1062	122	3	16.35
132	728	3	16.85
101	403	4	4.07
154	327	10	73.61
136	246	7	33.44
1833	12	3	8.12
103	788	3	5.82
454	120	3	10.96
85	187	6	25.09
103	610	4	7.76
115	378	4	13.29
102	450	22	108.61
112	246	3	4.42
102	376	14	45.35
1799	124	8	79.83
140	153	4	6.1
155	477	3	17.78
1621	101	3	9.64
295	14	14	18.28
1930	14	7	31.36
104	514	4	9.91
742	178	8	81.58
149	176	5	17.33
104	1227	3	11.01
114	292	6	20.34
114	216	6	15.11
114	172	5	6.39
1316	119	3	16.93
3073	14	3	9.45
1895	14	5	17.14
2	13	9	16.22
1790	101	4	16.53
1337	122	4	26.26
746	115	3	12.64
12	1326	3	5.87
132	1231	3	20.05
160	134	15	60.85
103	541	4	6.82
180	154	3	8.82
1215	126	3	18.13
123	1237	4	25.82
149	363	4	21.41
161	109	9	12.75
444	156	3	17.33
161	160	4	11.58
109	569	6	27.01
109	1218	3	14.16
104	210	7	9.27
101	801	3	5.25
3679	115	3	23.48
133	637	3	16.06
153	105	11	11.49
104	813	4	13.7
280	115	3	6.15
13	106	9	7.14
103	1635	8	49.13
12	1075	11	50.46
105	2786	4	29.1
182	1494	3	28.95
213	178	3	14.26
115	191	4	5.75
103	874	5	15.7
2372	102	3	12.39
118	4491	3	26.37
102	185	9	4.82
236	158	8	47.72
202	2137	3	32.71
1306	101	3	7.98
126	106	13	4.52
105	1314	3	13.68
641	110	3	10.12
2431	122	5	44.42
16	760	3	15.6
113	1082	3	14.91
1321	12	4	10.14
1607	104	3	13.22
116	4952	3	30.42
124	196	6	17.24
102	1353	3	8.73
101	346	5	5.09
346	137	3	12.37
2891	115	4	32.64
277	124	5	17.7
101	509	5	9.01
154	161	5	15.66
107	231	9	25.73
112	1417	4	24.18
124	181	6	14.8
12	743	9	27.6
124	115	34	73.74
637	146	4	25.89
147	152	28	151.2
129	219	3	7.12
1255	12	3	5.87
102	2657	3	13.58
2171	12	4	14.67
102	2777	4	21.45
196	278	3	18.18
150	533	8	62.9
119	221	7	21.62
583	108	3	9.4
101	1477	4	14.59
308	266	3	21.86
164	112	5	4.79
109	2127	5	37
103	941	6	21.97
126	148	6	7.3
119	369	3	8.71
135	323	4	17.57
117	744	5	27.14
3610	104	3	18.55
102	3677	3	15.11
316	156	3	14.44
12	848	5	10.56
145	875	3	19.63
104	105	265	824.37
978	14	4	6.15
103	4097	3	17.69
111	787	4	18.94
101	4611	3	17.01
1605	59	3	22.89
102	1998	4	18.11
102	2074	4	18.11
101	639	7	20.3
148	111	28	82.9
636	102	3	4.2
16	344	3	10.11
481	12	9	19.01
152	128	6	9.33
233	110	18	79.31
299	502	4	37.94
1011	14	4	6.15
374	21	3	12.92
111	2010	4	28.1
139	301	3	11.4
112	2291	3	20
208	117	7	19.43
161	398	3	17.35
111	1633	7	56.33
4475	14	3	13.04
1305	14	7	23.4
2500	156	4	41.62
1839	12	3	8.12
114	189	5	8.57
252	128	3	8.16
106	578	9	48
136	707	7	53.45
183	280	7	52.6
121	298	5	17.75
121	246	3	6.14
1279	119	3	16.93
138	1462	3	22.02
233	1321	3	30.69
2192	14	3	7.41
105	763	4	16.2
225	301	7	58.99
179	360	4	27.43
105	644	9	48.59
12	1128	3	5.07
155	4672	3	38.32
152	321	7	43.82
152	151	3	4.26
102	742	4	8.75
102	802	5	14.04
131	172	3	4.52
1695	115	3	18.06
4285	101	3	17.01
180	129	3	5.06
573	101	6	14.25
208	153	4	15.46
1549	115	8	67.68
104	292	8	19.82
214	864	3	27.13
102	3162	5	36.23
188	104	12	21.86
649	125	7	45.26
103	1273	3	8.6
153	265	71	858.19
173	138	13	61.35
313	130	3	10.22
102	1871	3	10.6
400	249	7	67.7
162	111	5	4.19
270	118	4	10.55
106	457	4	12.5
110	252	6	15.07
134	117	10	10.06
105	631	5	20.45
123	206	3	4.83
1138	14	7	20.85
130	766	3	16.63
5747	14	3	17.43
2776	112	3	21.23
1221	119	4	24.52
3001	217	3	35.88
16	171	8	23.2
1635	102	4	15.84
114	210	4	6.76
112	830	7	43.15
976	12	4	7.97
105	1537	3	14.79
304	141	6	31.48
109	682	7	37.21
181	114	4	4.74
140	136	6	9.38
119	166	4	4.31
114	813	3	13.06
1177	106	5	28.72
112	331	7	26.64
103	759	4	9.56
227	103	7	5.63
4824	101	3	21.46
103	819	3	6.09
510	14	5	3.92
102	1260	8	40.91
102	1312	3	8.23
759	108	4	17.36
124	112	21	24.92
116	5102	3	30.42
129	1	4	5.76
1005	12	4	7.97
167	205	4	19.04
129	102	74	116.08
105	59	12	7.33
1181	12	3	5.45
179	807	3	24.44
105	382	7	25.48
101	268	7	7.13
141	103	108	326.56
645	131	3	15.36
102	303	8	12.35
127	268	6	24.33
115	103	79	67.9
3558	14	3	10.93
1443	14	4	8.86
130	441	3	13.12
3652	223	4	54.11
1973	102	3	11.42
115	143	20	46.24
192	156	5	21.56
1057	101	3	6.75
126	179	3	4.07
458	14	6	5.32
119	390	3	9.18
356	149	3	14.09
137	152	11	34.85
1746	14	4	10.46
334	106	4	9.33
108	225	4	5.76
280	238	3	19.99
260	215	3	18.53
1406	14	3	4.95
479	146	5	31.69
5115	9	3	32.44
256	562	7	73.98
1416	128	3	20.07
163	156	5	16.92
1596	116	3	18.29
120	367	5	20.62
107	205	6	10.46
150	1265	4	33.34
414	129	6	33.29
923	101	5	15.23
138	657	5	33.79
130	174	17	82.5
796	108	3	11.52
112	178	28	128.31
386	116	3	8.78
101	1186	4	12.42
102	510	7	17.6
139	386	5	27.88
1686	12	3	7.44
8	4638	4	43.03
109	198	24	107.09
243	162	3	13.34
279	135	4	16.03
114	105	90	224.35
1051	119	4	23.3
412	204	14	150.14
113	443	3	9.1
103	301	6	6.96
102	1731	3	9.9
102	1663	3	9.9
101	1047	3	6.75
733	103	3	5.34
3939	14	3	13.04
4797	119	3	30.86
12	137	38	15.17
1165	14	7	20.85
123	109	33	50.62
151	130	5	6.88
1590	102	5	21.39
123	160	19	67.47
117	386	4	14.13
110	111	64	125.87
300	150	8	50.02
820	125	3	15.54
737	12	7	17.58
215	116	4	7.53
169	542	3	20.7
105	974	3	11.96
104	189	56	283.14
128	162	4	6.08
110	487	3	8.46
532	115	7	36.69
246	1783	4	47.92
103	1310	4	13.92
276	14	19	31.82
102	757	3	5.24
509	101	11	37.19
102	713	7	22.66
331	200	11	102.41
650	101	3	4.16
193	504	10	101.59
213	602	3	24.93
217	609	4	36.02
520	447	3	30.47
118	240	5	13.31
155	666	3	20.05
139	138	21	81.98
374	12	9	13.86
3058	14	4	15.83
1529	101	3	9.02
220	149	8	42.29
112	4253	3	25.02
533	679	5	61.39
425	102	14	50.27
116	5643	3	30.42
187	162	5	22.66
121	564	3	12.18
121	514	4	17.82
111	699	5	24.64
329	649	3	29.25
4275	2105	4	82.01
3023	14	3	9.45
117	213	20	100.69
434	106	4	12.1
1694	115	6	46.98
238	117	3	5.03
1507	103	3	9.65
104	211	6	6.77
1055	14	5	10.41
104	393	8	26.27
449	447	3	29.58
1135	14	8	26.54
110	117	66	157.74
581	16	4	20.62
211	160	4	17.31
117	2694	3	22.32
112	2018	4	28.3
162	128	8	21.72
542	102	4	6.38
840	107	3	11.52
1768	107	4	25.22
103	291	9	16.25
6357	12	3	19.06
165	111	6	7.42
337	104	7	17.68
116	3297	5	50.7
2952	14	4	15.83
421	101	4	4.49
117	1274	4	24.86
513	294	3	26.69
8	4508	4	43.03
161	560	3	19.64
191	241	3	16.11
103	790	4	9.92
12	1990	4	14.67
103	722	4	9.22
902	103	3	6.37
119	269	7	25.94
1023	102	3	7
104	1780	4	21.42
113	2294	3	20.25
119	136	13	20.29
130	102	124	325.46
108	489	3	8.52
254	107	4	6.81
132	790	3	17.42
228	103	7	5.63
101	345	13	35.23
2881	14	4	15.83
109	3632	3	21.82
1436	14	5	13.54
120	103	73	78.97
107	529	7	32
245	102	11	16.73
158	141	3	4
404	123	4	16.06
875	12	4	7.14
1502	116	4	26.23
121	4275	3	27.11
108	1366	3	15.09
168	1480	3	27.68
356	328	5	46.81
1734	104	3	13.22
103	873	5	15.7
109	2295	3	19.02
144	103	29	23.51
115	341	3	7.48
192	115	6	12.9
3700	14	3	10.93
112	558	3	10.2
102	336	6	7.71
137	115	24	59.08
287	112	5	13.97
109	1063	7	44.78
103	4231	3	17.69
127	258	3	7.92
127	141	6	6.05
12	1618	3	7.44
103	1026	4	12.13
160	617	4	28.66
144	208	4	13.54
955	102	3	6.65
2272	107	7	65.63
2005	107	3	17.63
101	318	5	4.12
141	175	3	6.34
12	923	4	7.54
294	12	13	20.94
627	116	4	18.2
113	2084	3	19.24
104	662	13	73.7
178	447	3	20.71
2214	115	5	39.77
111	534	6	28.22
666	264	4	39.58
918	101	3	6.09
290	103	7	9.49
145	124	7	8.27
241	141	3	9.51
241	318	4	30.2
124	180	6	14.8
124	114	13	8.45
189	1402	4	41.34
186	102	10	6.64
12	1873	7	35.12
85	180	4	13.07
103	837	5	15.16
207	12	10	3.9
515	149	3	16.77
108	572	3	9.4
130	313	3	10.22
113	2277	3	20.25
344	103	6	8.85
431	115	7	33.42
143	105	30	67.9
102	1047	3	7
1773	141	4	35.23
104	1103	3	10.57
498	12	8	15.51
383	107	4	10.93
600	12	5	7.45
9	109	15	8.31
134	111	17	25.48
101	2361	4	19.22
632	12	5	7.77
123	276	7	28.5
12	6345	3	19.06
270	108	3	4.38
162	117	6	8.43
103	1534	5	22.04
375	103	4	4.2
12	165	156	767.68
112	2101	6	50.04
394	101	4	3.94
116	4204	3	25.93
154	852	4	30.81
229	105	14	49.55
101	757	3	5.01
1050	116	6	39.8
102	3344	3	15.11
131	104	21	13.05
104	1510	3	12.57
131	162	5	10.18
105	1662	3	15.45
111	2061	3	18.84
112	2352	3	20
1322	14	3	4.51
1942	14	3	6.65
102	724	3	5.01
6133	278	3	46.52
110	253	4	7.27
350	120	6	26.02
157	138	17	74.92
104	467	17	92.58
123	327	3	8.69
151	118	15	35.19
717	798	6	83.25
101	2364	3	12.12
562	107	4	14.15
12	170	15	4.97
3068	14	4	15.83
2469	115	4	30.73
970	14	4	6.15
1894	14	4	11.44
559	243	3	25.36
103	1475	4	15.45
2162	14	4	12.6
101	1027	5	16.51
241	688	4	38.32
16	222	8	32.2
103	213	11	14.51
3210	119	5	51.45
143	216	3	9.08
112	693	4	18
2127	14	3	7.41
212	108	7	15.72
288	14	18	30.65
4082	119	3	26.37
143	172	5	14.76
498	125	3	12.11
279	123	4	12.15
673	107	4	15.9
8	2556	7	75.33
28	107	5	19.32
117	1232	4	24.17
269	151	4	18.43
700	102	3	4.79
180	128	3	4.88
220	228	3	17.42
564	1042	3	36.4
3735	245	3	40.61
1889	108	8	69.58
152	252	3	11.65
1153	14	6	15.68
2	183	3	4.06
6101	155	3	38.32
210	729	5	48.86
141	597	6	42.4
148	117	21	58.74
1124	14	5	11.08
117	3083	3	22.32
555	102	6	14.36
118	1409	4	25.96
102	1363	4	14.14
12	1046	3	4.73
120	191	4	7.25
135	197	7	28.17
273	103	12	25.5
121	2259	3	22.08
135	333	3	11.68
280	152	8	49.56
126	279	4	13.04
377	104	5	11.26
101	1531	3	9.02
1199	12	4	9.52
118	4534	3	26.37
127	269	3	8.19
4870	107	3	28.12
991	12	7	22.3
4139	5566	3	67.05
227	102	7	5.02
909	114	3	14.02
106	1775	5	34.51
103	716	3	5.34
712	140	3	17.59
6332	14	3	17.43
109	607	8	42.9
153	5509	3	37.56
771	14	6	10.88
4594	21	3	30.74
346	14	12	16.86
2373	101	3	12.12
107	309	7	22.28
12	619	7	14.78
888	12	4	7.14
254	120	9	38.4
121	2623	3	23.32
104	2307	3	15.78
147	115	20	49.3
124	254	3	7.13
7	7	4	46.57
703	304	7	81.48
189	297	3	18.03
171	243	4	21.54
113	1088	3	14.91
171	167	24	183.31
5974	14	3	17.43
398	119	3	9.31
2030	101	3	11.15
548	108	11	63.49
102	509	5	9.4
140	125	8	9.98
3250	102	4	24.03
249	148	3	11.08
923	12	3	4.12
104	1657	4	20.35
209	307	3	19.38
415	111	4	13.29
155	418	4	25.02
130	219	4	11.93
126	120	12	11.41
259	125	4	11.9
103	2267	3	12.78
1520	109	3	15.76
190	136	4	11.4
109	2166	4	27
2985	215	4	51.1
1623	14	3	6
102	215	17	33.52
120	294	3	7.67
342	103	5	5.78
112	1196	6	40.01
189	411	6	50.59
13	120	7	8.83
135	284	4	16.24
111	323	8	31.95
158	136	5	10.28
117	769	6	35.62
125	305	4	13.45
125	111	15	10.37
12	437	8	13.53
559	391	3	29.67
110	404	4	11.94
112	4244	3	25.02
772	101	4	8.77
180	117	7	15.78
1215	14	4	7.61
105	1812	3	16.19
220	131	5	17.13
444	115	4	14.92
191	474	3	21.83
152	111	7	5.42
152	154	3	4.97
1054	145	5	40.41
425	219	3	22.77
160	314	4	21.81
160	262	7	43.05
252	154	6	33.1
102	969	3	6.65
16	271	7	30.81
513	103	5	9.97
149	159	3	5.14
526	101	7	17.44
3420	101	5	35.76
156	140	3	3.85
104	1197	8	48.34
118	1106	3	15.98
105	616	6	26.4
110	153	10	11.5
904	14	4	5.37
1472	12	3	6.85
12	338	19	51.44
120	1050	4	24.25
103	1429	4	14.64
12	187	93	399.54
5	125	3	13.24
140	182	3	6.66
221	123	4	9.42
664	132	3	16.08
109	771	7	39.29
119	253	3	5.92
108	473	3	8.2
1801	5205	3	60.09
372	261	3	23.43
2482	152	3	27.74
171	110	30	123.24
8	9	11	10.49
101	1192	3	7.53
2185	14	3	7.41
405	16	5	24.36
3481	101	3	14.84
200	110	4	4.69
120	362	3	9.27
107	263	6	15.27
678	908	3	36.63
102	4040	3	17.29
109	1713	3	16.42
1489	102	3	9.28
528	284	3	26.61
158	128	4	4.9
3877	102	3	17.29
155	1575	4	36.71
2436	12	4	16.11
117	836	3	13.9
2908	14	3	9.45
120	281	3	7.36
163	14	23	8.34
1166	200	3	28.2
101	287	6	5.47
115	326	4	11.72
5355	101	3	21.46
127	117	12	9.69
192	14	14	4.91
1784	101	9	64.38
101	1497	4	14.59
126	123	14	17.34
437	107	5	17.37
114	557	3	10.7
117	3706	3	23.89
102	652	7	21.46
160	205	8	44.39
103	555	10	35.88
115	705	4	18.89
103	405	8	19.49
3445	14	5	29.05
103	2844	3	13.97
103	2640	3	13.97
1807	108	3	17.08
1552	14	6	20.27
643	14	14	45.43
3207	101	3	14.84
194	174	3	12.89
104	195	17	45.83
168	831	5	45.18
109	1141	3	13.71
106	2958	4	29.83
112	1641	3	17.38
148	136	13	43.22
143	1211	4	31.28
3009	191	3	34.29
676	126	4	21.64
106	102	144	163.39
984	12	9	34.37
123	161	56	338.66
1228	103	3	8.14
1812	14	4	11.44
1358	119	4	25.97
2421	122	3	22.14
798	119	6	36.79
149	103	18	7.47
6121	835	3	54.64
212	208	3	15.95
265	102	6	5.06
378	109	3	6.85
103	239	11	17.32
279	120	4	11.83
109	169	12	27.12
961	12	3	4.41
3947	8	3	27.78
1885	12	6	26.93
119	656	3	12.53
103	322	10	22.26
16	285	5	19.33
715	108	5	23.62
3649	14	3	10.93
4365	14	3	13.04
822	14	4	5.03
198	21	3	7.53
612	122	14	109.25
189	826	3	25.55
104	35	7	19.39
104	482	5	13.96
562	104	3	6.35
1120	107	5	27.96
166	102	17	17.14
502	139	14	119.29
21	2	13	24.64
1103	106	7	44.95
1283	101	3	7.98
106	261	3	3.92
4001	106	3	23.59
112	1794	3	18.13
476	200	5	43.11
101	622	3	3.98
499	424	15	207.82
563	137	3	15.82
946	101	3	6.09
131	120	11	12.89
292	107	3	4.73
377	158	6	40.94
8	386	4	16.23
115	235	6	16.45
155	252	11	75.58
137	14	92	116.09
190	117	7	17.36
103	4267	3	17.69
178	1154	4	38.16
547	124	15	117.49
385	245	3	22.98
104	677	6	23.47
518	12	6	9.13
103	1727	4	16.36
120	276	3	7.14
124	551	3	12.62
120	130	13	18.53
2180	223	4	48.03
154	118	8	12.21
3659	102	3	15.11
277	111	6	17.93
2619	102	3	13.58
145	153	8	23.11
118	905	12	98.61
1311	14	5	12.63
913	424	18	308.56
468	101	8	20.23
5319	101	3	21.46
1850	102	3	10.6
102	354	8	15.15
1033	104	3	10.17
12	1889	7	35.12
372	102	11	29.58
426	120	5	22.63
745	12	8	22.4
101	2945	3	13.31
118	1906	3	19.47
185	129	4	9.19
109	1683	3	16.42
2163	14	3	7.41
606	115	25	233.02
1056	110	3	13.32
1397	102	6	27.16
235	123	4	9.98
307	311	4	33.04
141	118	15	28.65
159	378	3	16.33
113	598	3	11.03
214	5982	3	44.02
103	1031	3	7.35
116	3964	3	25.93
115	118	17	12.31
1387	12	7	28.61
460	12	5	4.99
1922	14	3	6.65
814	16	3	16.2
108	6317	3	28.43
118	699	4	19.75
1592	204	4	44.37
1685	115	3	18.06
443	101	5	7.82
515	144	3	15.88
112	5177	3	29.5
119	117	16	11.76
539	112	3	10.01
706	12	5	8.83
103	836	3	6.09
3476	12	3	12.5
117	4304	3	26.11
648	85	3	18.89
154	109	7	5.35
132	700	6	42.22
5726	14	3	17.43
145	117	7	5.56
1273	108	5	30.21
132	197	7	27.2
162	124	6	11.11
6374	119	3	30.86
591	14	5	5.09
101	907	3	5.79
104	407	13	57.55
110	269	6	16.17
508	160	7	55.8
123	191	3	4.25
117	405	3	9.32
383	104	3	4.23
174	120	7	16.62
1002	12	8	28.1
102	938	12	64.37
668	200	3	24.88
985	101	3	6.41
247	333	5	41.51
631	131	3	15.36
102	725	4	8.75
57	931	3	18.9
998	103	4	11.62
136	1735	3	23.08
112	1018	8	56.63
116	1669	7	58.82
109	346	6	19.98
2508	126	3	23.05
238	136	4	14.28
255	102	17	42.61
105	962	3	11.96
117	307	3	6.96
106	341	5	14.05
240	112	3	4.21
101	756	4	8.77
101	4506	3	17.01
943	12	3	4.12
121	395	4	15.57
103	1121	3	7.73
435	111	7	31.9
106	219	10	28.99
102	698	20	123.56
226	120	5	13.67
1225	141	3	21.18
112	917	7	44.96
1404	109	4	22.88
2	214	7	23.83
103	359	8	16.61
187	158	8	40.78
103	535	9	29.56
12	1160	3	5.07
220	144	3	9.23
1712	122	3	19.51
959	2094	6	103.71
118	534	4	17.36
108	924	3	12.47
191	112	7	15.31
299	103	7	9.82
247	359	7	64.85
16	255	7	29.58
16	203	5	14.11
1144	12	4	8.96
1093	12	4	8.96
2006	102	4	18.11
162	136	3	4.57
106	469	3	7.88
198	12	15	12.63
3935	2050	3	56.47
118	1242	3	16.44
104	396	5	11.85
932	21	3	19.1
546	14	6	6.9
2650	199	4	49.99
1430	122	3	18.26
110	124	88	305.98
2850	119	5	46.05
200	117	4	6.82
147	14	62	57.63
101	404	6	10.02
2067	14	3	7.41
524	106	4	13.6
326	118	4	12.54
103	5400	3	22.14
150	1349	5	45.43
338	116	6	23.13
1729	12	5	18.34
117	1010	3	14.92
103	2508	3	12.78
2484	12	3	9.84
864	162	3	22.74
641	12	7	15.28
103	727	4	9.22
386	101	5	6.46
101	1169	3	7.53
144	159	3	4.41
126	104	24	11.9
1445	12	3	6.33
103	2327	4	20.11
224	111	8	23.33
224	154	3	11.24
2071	104	6	41.52
404	120	3	10.11
12	1009	3	4.41
103	1701	3	10.27
744	493	3	33.27
222	137	7	31.7
2236	449	3	41
117	2554	4	31.28
271	163	7	46.43
114	1747	4	26.68
2760	12	5	26.45
1293	109	10	81.1
122	444	3	10.87
102	6121	3	21.73
129	189	5	13.86
105	246	7	16.59
524	103	4	6.61
4047	14	3	13.04
302	13	4	19.58
243	615	3	26
181	253	4	23.67
103	4234	3	17.69
478	102	4	5.6
108	305	4	8.82
118	671	3	12.77
278	104	4	4.7
103	1047	5	17.58
113	649	3	11.48
103	1638	4	16.36
222	129	3	7.22
112	1251	5	31.97
107	443	4	12.35
933	140	8	70.24
122	192	12	46.84
892	189	3	25.88
892	265	3	29.56
112	4122	3	25.02
783	125	7	48.77
456	104	3	5.29
2043	102	3	11.42
153	102	27	26.37
276	169	5	31.05
12	391	7	8.57
136	2201	3	24.7
101	2523	3	12.12
3468	14	3	10.93
4312	122	3	27.17
104	261	9	21.55
3501	14	4	18.35
180	112	4	4.22
220	147	4	15.07
683	14	5	6.28
109	572	4	14.91
109	402	3	7.32
4663	12	3	14.65
102	837	4	9.83
103	419	8	20.23
103	538	5	10.52
1239	12	3	5.45
102	890	4	10.23
265	120	5	16.27
165	156	6	23.14
16	214	8	31.47
421	14	8	9.73
230	124	33	230.79
116	2078	4	29.52
117	465	8	43.35
112	5326	3	29.5
168	1018	7	72.85
134	152	17	65.66
672	108	4	16.29
576	104	4	10.86
101	847	4	9.5
295	12	8	6.69
102	1651	3	9.9
107	629	3	9.72
710	104	3	7.77
103	1559	3	9.65
124	774	3	14.92
546	201	5	44.46
134	156	21	97.43
110	196	4	4.59
145	619	4	25.33
134	239	3	8.82
157	318	3	14.48
102	3421	3	15.11
12	243	12	11.63
132	336	7	38.23
162	115	9	17.64
445	119	4	15.77
184	3085	3	33.87
121	297	6	23.45
3560	14	3	10.93
101	896	5	14.66
6315	14	3	17.43
136	750	3	17.84
165	152	6	21.1
112	826	4	19.55
159	844	4	31.55
143	161	5	12.51
102	873	10	46.66
143	103	66	141.47
1465	1370	3	45.16
886	102	3	6.03
131	102	27	7.44
109	489	4	13.68
1149	544	3	36.63
2870	109	3	20.25
1737	14	6	21.85
113	232	4	7.57
102	790	4	9.45
1587	14	3	5.44
481	14	12	26.6
2445	14	3	8.32
890	101	3	5.79
659	119	3	12.53
12	345	17	43.26
296	115	3	6.45
523	105	3	8.03
125	197	4	8.65
229	103	12	19.83
128	59	7	8.57
104	102	478	1177
978	12	4	7.97
2113	102	4	18.11
1218	12	7	25.67
111	726	3	11.84
133	126	9	11.66
465	127	3	12.39
120	262	3	6.8
369	152	9	65.03
1056	14	4	6.6
